index,sentence_id,Sentence,MOS
165,199,"Zunächst verwendete er als Pressmasse Zelluloid, das er unmittelbar vom Erfinder dieses Werkstoffs, John W Hyatt, bezog und das sich bald als technisch ungeeignet erwies.",3.666666667
248,290,"Unter der Vereinbarkeit von Familie und Beruf versteht man seit dem 20 Jahrhundert die Möglichkeit Erwachsener im arbeitsfähigen Alter, sich zugleich Beruf und Karriere einerseits und dem Leben in der Familie und der Betreuung von Kindern und pflegebedürftigen Personen andererseits zu widmen, unter Berücksichtigung der Schwierigkeiten, die dabei auftreten können.",4.071428571
462,529,Vielmehr treibt der über die Adiabate hinausgehende Betrag des Temperaturgradienten die Mantelkonvektion an.,5.5
693,788,Die gemeinsame britisch-französische Finanzkontrolle über Ägypten wurde mit der formellen Besetzung durch Großbritannien im Jahr 1882 beendet.,2.2
993,1113,Sie können mit dem Geld auch Ausflüge bezahlen.,1.0
629,712,"Nachdem Churchill bei einem Eisenbahnüberfall der Buren gefangen genommen worden war, gelang ihm eine spektakuläre Flucht von Pretoria zur fast 500 Kilometer entfernten Delagoa-Bucht in der portugiesischen Kolonie Mosambik.",3.692307692
617,697,"Das autoritäre Erziehungssystem dort widerstrebte ihm, und er blieb mehrfach sitzen.",2.9
532,605,"Durch diese Überschiebung liegt sehr altes Gestein aus dem Proterozoikum, das vor bis zu 1,5 Milliarden Jahren entstanden ist, über jüngeren Schichten aus Quartär und Kreide und den letzten 100 Millionen Jahren.",4.3
65,83,Bei der Tour de France liegt die höchste Durchschnittsgeschwindigkeit eines Fahrers bei 41 km/h.,1.3
388,444,"Dieser in den 1980er- und 1990er-Jahren kurzzeitig bestehende, auf örtlich veränderte Niederschlagsmuster zurückgehende Trend hat sich allerdings etwa seit dem Jahr 2000 zumindest in den ersten beiden Regionen entweder wieder umgekehrt oder ist zumindest deutlich abgeflacht.",4.8
902,1022,"Damit auch ältere Menschen arbeiten können, gibt es viele verschiedene Hilfen.",1.636363636
254,297,"Diesem Diskurs liegt die Annahme zugrunde, dass die Eltern jeweils arbeiten wollen oder müssen, dass also die elterliche Berufstätigkeit subjektiv als wertvoll betrachtet wird, etwa weil sie Zufriedenheit gewährt, Sinn stiftet, die soziale Einbindung fördert, die wirtschaftliche Existenz bzw den Lebensstandard sichert oder weil mehrere dieser Gründe zutreffen.",5.071428571
974,1094,Und Sie fühlen sich bald sicherer im Leben.,1.0
336,388,"Für die Meeresspiegelerhöhung werden im Wesentlichen zwei Faktoren verantwortlich gemacht: Zum einen dehnt sich das Meerwasser bei höheren Temperaturen stärker aus, zum anderen kommt es bei höheren Temperaturen zum verstärkten Abschmelzen von Gletschern (siehe unten).",4.0
221,263,"Jedoch bedarf die Benutzung einer gewissen Übung, um Verletzungen zu vermeiden.",2.5
235,277,"Ein Rasiermesser (novacula) gehörte genauso wie ein Kamm (pecten), Spiegel (speculum), Schere (acitia) und Brennschere (calamistrum) zur Standardausstattung eines römischen Barbiers.",3.5
853,966,"Die Schweiz und Norwegen (nach neuerlichem Negativvotum der Bürger) blieben außen vor, sodass die Europäische Union nun 15 Mitglieder umfasste.",2.2
549,623,In den quartären Gesteinen werden fossile Muscheln und Schnecken gefunden.,3.1
754,855,Hierzu zählt auch die Schrift von Felix Eberty Die Gestirne und die Weltgeschichte.,2.3
594,669,"Zuvor hatte er bereits mehrere Regierungsämter bekleidet, unter anderem das des Innenministers, des Ersten Lords der Admiralität und des Schatzkanzlers.",3.1
983,1103,Budget ist das schwere Wort für eine bestimmte Menge Geld.,1.222222222
249,291,"Sind auch Bereiche wie Freundschaften und Hobbys gemeint, wird etwas allgemeiner von Vereinbarkeit von Berufs-, Privat- und Familienleben gesprochen.",3.583333333
584,659,"Gleichzeitig entstand einerseits ein Bewusstsein um die Begrenztheit natürlicher Ressourcen insgesamt (etwa nach dem Ölschock der frühen 80er-Jahren), andererseits wurde das Deponieren etwa in urbanen Ballungsräumen (Megacyties) zunehmend undurchführbar.",5.75
477,545,"Das ist nur etwa das Doppelte des Weltenergiebedarfs, was bedeutet, dass Erdwärmenutzung im großen Stil immer auf eine lokale Abkühlung des Gesteins hinausläuft.",4.428571429
71,89,"Den aktuellen Stundenweltrekord der Männer hält der Schweizer Francesco Russo; er fuhr am 26 Juni 2016 im deutschen Klettwitz 92,43 km.",2.6
94,113,"Wird das Gewicht gleichmäßig auf die drei Kontaktpunkte verteilt, entsteht ein zusätzlicher Druckpunkt an der Wirbelsäule zwischen den Schultern, dort wo die Arme ansetzen.",3.133333333
33,44,Die Wasserversorgung erfolgte über Brunnen.,1.444444444
652,741,Bis 1936 konnten auch Mitglieder des Parlamentes zu Vertretern des Komitees gewählt werden.,1.555555556
259,302,Bis in die 1950er Jahre und länger war die Erwerbslosigkeit der Ehefrau – auch in der kinderlosen Ehe – Teil des bürgerlichen Familienideals.,2.4
204,244,"Würfel, die auf solchen Körpern beruhen, können deshalb nie wirklich ideal sein.",3.5
912,1032,Jeder Mensch soll einen Beruf lernen können.,1.615384615
628,711,"Außerdem habe er „allgemein dazu […] geführt, die Bezahlung von Journalisten zu verbessern“.",1.8
649,736,Der Direktor des Nobel-Institutes stellt den Sekretär des Komitees dar.,1.0
77,95,Nicht alle Arten des Radfahrens erreichen dies in gleicher Weise.,1.7
84,102,"Dieser Berührungspunkt kann insbesondere daher problematisch werden, da das menschliche Becken mit seinen Sitzbeinhöckern und dem Schambein (bzw den Schambeinkufen, auch Schambeinkamm genannt) durch den Kippwinkel des Beckens Auswirkungen auf die Biegung der gesamten Wirbelsäule hat.",5.888888889
352,405,"Nach einer Zusammenfassung der britischen Royal Society weist das Oberflächenwasser der Meere heute bis in eine Tiefe von 50 m typischerweise pH-Werte zwischen 7,9 und 8,25 auf, mit einem Durchschnittswert von 8,08.",3.3
82,100,"Um eine optimale Versorgung der Füße und eine möglichst geringe Belastung der Knie zu erreichen, sollte die Sattelhöhe so eingestellt werden, dass beim Treten der Pedale am tiefsten Punkt das Bein immer noch leicht angewinkelt ist.",4.6
425,484,"Letztere verzeichnet auch die verschiedenen Wetteranomalien in historischer Zeit, die unter anderem von heftigen vulkanischen Eruptionen hervorgerufen wurden.",2.8
588,663,"Das trifft besonders auf die in der Elektro- und Elektronikindustrie häufig verwendeten Seltenen Erden zu, die früher mit den weggeworfenen Geräten auf dem Müll landeten.",3.333333333
486,556,"Dies sind geologische Wärmeanomalien, die oft mit aktivem Magmatismus einhergehen; dort sind mehrere hundert Grad heiße Fluide (Wasser/Dampf) in einer Tiefe von wenigen hundert Metern anzutreffen.",3.444444444
566,640,Bei der Wiederaufarbeitung von Kernbrennstoffen ist kein vollständiges Recycling möglich.,3.0
703,800,"Während die Kolonien in Australien, Kanada, Neuseeland und Südafrika bereits im 19 und frühen 20 Jahrhundert als Dominions eine gewisse Eigenständigkeit erlangt hatten und diese danach stetig ausbauten, wurden die meisten Territorien des Britischen Weltreichs in der zweiten Hälfte des 20 Jahrhunderts im Zuge der Dekolonisation zu unabhängigen Staaten.",3.941176471
905,1025,Das heißt: Sie arbeiten dann weniger Stunden.,1.0
342,395,"Während Kohlenstoffdioxid in der Erdatmosphäre physikalisch zu steigenden Temperaturen auf der Erde führt, wirkt es im Meerwasser chemisch.",2.5
5,8,"Seifenblasen lösen auf physikalische Weise komplexe räumliche Probleme in der Mathematik, da sie im Gleichgewichtszustand die kleinste Oberfläche zwischen Punkten und Kanten bilden.",3.444444444
310,359,Am Bottnischen Meerbusen steigt nach Daten des Permanent Service of Mean Sea Level das Land jährlich um bis zu sieben Millimeter.,3.4
493,563,Das heiße Fluid kann zur Bereitstellung von Industriedampf und zur Speisung von Nah- und Fernwärmenetzen genutzt werden.,3.2
104,128,"Das Kernstück eines „GAA“ ist ein gepanzerter Tresor, der in Deutschland in der Regel vier Geldkassetten enthält, die jeweils 2800 Euro-Geldnoten aufnehmen können.",2.777777778
97,117,"Der Geldausgabeautomat war – noch vor dem PC – das erste Computerterminal, das breiten Bevölkerungsschichten weltweit zugänglich war.",2.125
328,380,"Wie weit die Aufnahmefähigkeit sinkt, lässt sich schwer beziffern.",3.727272727
451,517,"Der Kohlenstoff wurde dem normalen Kreislauf entzogen, weil die Cyanobakterien nicht von anderen Organismen verstoffwechselt wurden, sondern sich am Meeresboden absetzten, wo sie fein verteilt in den Sedimenten ablagerten oder im küstennahen, lichtdurchfluteten Flachwasserbereich als Stromatolithe fossilisierten.",6.0
314,363,Hier wird die Fahrrinne für rund 170 Mio Euro tiefer gebaggert; im gegenüberliegenden finnischen Vaasa liegt ein früherer Hafen heute zehn Kilometer im Landesinneren.,3.4375
696,791,"Auch Afghanistan wurde zeitweise besetzt, um dort den russischen Einfluss zurückzudrängen.",2.2
945,1065,Mit dem Freifahrt-Ausweis können Sie kostenlos mit Bus und Bahn fahren.,1.0
281,327,"Dies bezieht sich auf die spätere Altersrente, aber auch auf Fälle von Arbeitslosigkeit, Arbeitsunfähigkeit oder Trennung, denn bei Erwerbstätigkeit beider Partner besteht eine geringere Abhängigkeit von staatlicher Unterstützung oder Unterhaltszahlungen.",4.4
266,310,"Die Meinung, Vorschulkinder litten unter der Berufstätigkeit der Mutter, herrscht vor allem in den alten Bundesländern der Bundesrepublik Deutschland, und zwar stärker als in jedem anderen Land der EU.",3.5
596,672,"Nach einer Laufbahn als Offizier und Kriegsberichterstatter zog er 1901 als Abgeordneter ins Unterhaus ein, dem er über 60 Jahre lang angehören sollte.",4.0
837,949,"Bezeichnend ist daher die Umsetzung des Möglichen und Machbaren in der jeweils gegebenen zeitgeschichtlichen Lage, nicht die geradlinige Verwirklichung einer genau umrissenen Planung.",5.75
370,425,Der aus der Atmosphäre aufgenommene Kohlenstoff verteilt sich im Ozean innerhalb einiger weniger Jahre in der von der Sonne durchleuchteten Schicht des Meeres.,4.222222222
467,534,"Seit früher Zeit trägt auch Kristallisationswärme von der Grenze des langsam wachsenden, festen inneren Erdkerns und gravitative Bindungsenergie aus der damit verbundenen Schrumpfung des ganzen Kerns zur Mantelkonvektion bei.",4.384615385
953,1073,"Diese Organisationen sind Land-Kreise, große Kreis-Städte und Vereine der Behinderten-Hilfe.",1.5
622,704,"Sportliche Betätigung war stets Teil seines Lebens, und für das ihm zugeschriebene Zitat No Sports gibt es keinen Beleg.",3.555555556
118,144,"Geldautomaten waren ursprünglich in Bankfilialen installiert, aber mit der Netzanbindung kamen andere Standorte hinzu.",1.666666667
448,513,"Vor 2,6 Milliarden Jahren bildete sich im Laufe der Entwicklung der Erdatmosphäre durch die Aktivität von Cyanobakterien der erste Sauerstoff in der Uratmosphäre und erreichte vor circa 2,2 Milliarden Jahren signifikante Konzentrationen.",3.222222222
250,292,"Der englischsprachige Begriff Work-Life-Balance bezeichnet ein anzustrebendes Gleichgewicht im Allgemeinen, auch für Singles, und wird vor allem in Bezug auf betriebliche Aspekte wie etwa familienfreundliche Arbeitszeiten sowie auf Möglichkeiten zur Verbesserung des individuellen Gleichgewichts verwendet.",4.0
939,1059,Mit diesem Ausweis können Sie kostenlos mit der Bahn fahren.,1.0
285,332,"Als Gründe dafür, dass Väter ihre Arbeitszeit relativ selten für die Familienarbeit reduzieren, werden u a finanzielle Nachteile aufgrund von Gehaltsunterschieden zwischen Männern und Frauen, fehlende Teilzeitstellen für höhere Positionen sowie eine Profitorientierung der Konzerne, die auf familiäre Bedürfnisse der Angestellten keine Rücksicht nehme, genannt.",4.3
404,461,In den meisten Regionen der Welt steigen die Temperaturen hauptsächlich infolge des menschlichen Ausstoßes von Treibhausgasen an.,2.0
9,12,Beim Aufblasen entsteht eine Kugelform.,1.666666667
533,606,Im Zuge der Laramischen Gebirgsbildung bauten plattentektonische Vorgänge vor der nordamerikanischen Westküste Druck auf.,4.444444444
196,236,Ein Würfel wird meistens nach einem konvexen Polyeder gestaltet.,2.555555556
660,751,Die Nominierungen müssen bis spätestens zum 1 Februar des betreffenden Jahres erfolgen Es gilt das Datum des Poststempels .,3.0
81,99,"Um die ergonomischste Rückenhaltung zu erreichen, sollte die Sitzhaltung idealerweise so sein, dass die imaginäre Linie zwischen Schulterblatt und höchstem Punkt des Pedals senkrecht ist.",3.466666667
547,621,"Stromatolithe aus versteinerten Biofilmen von Cyanobakterien sind in allen präkambrischen Gesteinen des Parks erhalten und besonders häufig in der Siyeh-Formation aus Dolomit und Kalkstein, aus der die Mehrzahl der höheren Gipfel im Park bestehen.",6.0
539,612,"Über 2100 Höhenmeter in acht stratigrafischen Schichten sind im Park aufgeschlossen, was das Gebiet zum besten Forschungsgebiet für die physikalische und chemische Zusammensetzung proterozoischer Gesteine und damit der Umweltbedingungen auf der Erde im Zeitraum von vor zwischen 1,5 Milliarden und 900 Millionen Jahren weltweit macht.",5.888888889
841,953,Die Ausgestaltung und Fortführung des europäischen Integrationsprozesses bleibt auch unter den Bedingungen des Reformvertrags von Lissabon eine außerordentliche Bewährungsprobe.,4.090909091
239,281,Seit der Spätantike war die Bartlosigkeit ein Kennzeichen des abendländischen Klerus.,3.1
567,641,Nach der Abtrennung und Entsorgung der Spaltprodukte können die restlichen Bestandteile des Kernbrennstoffs jedoch wieder zur Produktion neuer Brennelemente genutzt werden.,4.0
211,252,"Zu stark gezinkte Würfel verraten sich durch eine torkelnde Rollbewegung, was beim Einsatz eines Würfelbechers aber nicht auffällt.",3.625
782,887,"Die Matrosen und Heizer versuchten nun, ein erneutes Auslaufen zu verhindern und die Freilassung ihrer Kameraden zu erreichen.",3.375
439,503,"Die Klimageschichte beginnt mit der Entstehung der Erde vor etwa 4,6 Milliarden Jahren.",2.0
525,597,"In den Tieflagen liegen Zungenbeckenseen, im höheren Gelände handelt es sich um Karseen.",3.5
227,269,In Europa sind Rasiermesser nachweislich seit der Mittleren Bronzezeit in Gebrauch.,2.125
933,1053,Den Ausweis bekommen Sie beim Versorgungs-Amt von Ihrem Wohn-Ort.,1.777777778
954,1074,"Wir wollen, dass Menschen mit Behinderung am gesellschaftlichen Leben teilhaben können.",2.1
867,980,Wegen seines Engagements für soziale Gerechtigkeit erhielt er 1964 den Friedensnobelpreis.,2.555555556
177,214,"Darüber hinaus sind Würfel in einer Vielzahl von Brettspielen bedeutend, um etwa die Bewegungsgeschwindigkeit von Spielfiguren oder den Ausgang von Zufallsereignissen zu bestimmen.",4.0
859,972,"Die Vorbereitungen zur endlichen Verwirklichung einer Wirtschafts- und Währungsunion waren zwar bereits vor dem Ende der Blockkonfrontation 1989 in ein konkretes Stadium getreten, ihre Durchsetzung allen dann folgenden Krisen und Widrigkeiten zum Trotz ist aber – wie der Unionsvertrag – kaum zu denken ohne die deutsch-französische Achse Mitterrand-Kohl und ohne die Dynamik einer grundlegend veränderten Welt- und europapolitischen Lage.",5.625
478,546,"Aufgrund der Wärmekapazität des Gesteins, und der damit verbundenen Menge der gespeicherten Wärme kann aber bei ausreichend großem Volumen die Abkühlung innerhalb der Nutzungsdauer gering bleiben und die Erdwärmenutzung somit nachhaltig sein.",5.0
618,698,"Nach der Schulzeit bewarb er sich beim Militär, fiel jedoch zweimal durch die Aufnahmeprüfung.",2.111111111
538,611,Durch Erosion der oberen Schichten der Lewis-Überschiebung und die Talbildung während der Vergletscherung wurde das Gestein aus dem Proterozoikum freigelegt und sein Geologisches Profil angeschliffen.,4.444444444
995,1115,Sie können das Budget bekommen.,1.0
408,466,Rückgänge von bis zu 50 % wurden besonders in West- und Ostafrika und im Westen Lateinamerikas gemessen.,2.0
450,515,Mit dem Wasserdampf verschwand auch ein großer Teil des Kohlendioxids aus der Atmosphäre.,3.0
7,10,"Der Aufbau ähnelt dem von Biomembranen, jedoch befindet sich bei Seifenblasen das Wasser innerhalb der Membran, nicht außerhalb.",3.444444444
155,186,Als Geschäftsmann sah auch er in der umständlichen – und damit teuren – Vervielfältigung der Walzen den entscheidenden Schwachpunkt des Phonographen und verwendete seine Zeit und Mühe vorrangig auf die Lösung dieses Problems.,4.0
357,410,Bis zum Beginn der ozeanischen Versauerung infolge der einsetzenden Industrialisierung im 18 Jahrhundert und des steigenden Kohlenstoffdioxidausstoßes blieb dieser Wert in etwa konstant.,4.5
590,665,"Besonders in Zeiten der Kriegswirtschaft wird auf Metallgegenstände des zivilen Gebrauches zurückgegriffen zwecks Sekundär-Rohstoffgewinnung zur Waffenproduktion, wie etwa 1940 unter dem Motto Metallspende des deutschen Volkes.",3.7
223,265,In Abgrenzung zum klassischen Rasiermesser wird ein Rasiermesser mit Wechselklinge als Shavette bezeichnet.,3.25
329,381,In einem Szenario mit über das 21 Jh stark ansteigenden Emissionen (Business as usual) liegt der über diesen aufgenommene Anteil bei nur noch 22 %.,3.785714286
543,616,"Gegenüber Aufschlüssen proterozoischen Gesteins in anderen Teilen der Erde ist die geringe Störung hervorzuheben: Im Glacier-Waterton-Gebiet haben sich Details der Sedimentation wie millimetergenaue Schichtung, Rippelmarken, Abdrücke von Salzablagerungen, Oolithe, Ton-Brekzien und andere Formen erhalten.",5.1
888,1003,"Im Alter von 13 Jahren besuchte er schließlich die „Booker T Washington High School“, wo er das neunte und das zwölfte Schuljahr übersprang.",1.555555556
848,961,In dem am 7 Februar 1992 in Maastricht von den Außenministern unterzeichneten Vertrag über die Europäische Union (geläufig als „Vertrag von Maastricht“ oder „Unionsvertrag“) war außerdem die Zusammenarbeit in der Justiz- und Innenpolitik festgeschrieben sowie die Einführung einer gemeinsamen Währung bis spätestens 1 Januar 1999 vereinbart.,4.1
453,519,"Dieses Eisenoxid resultierte in großen Ablagerungen so genannter Bändererze, die als ergiebige Lagerstätten erhalten blieben und intensiv abgebaut werden.",5.166666667
866,979,"Wesentlich durch Kings Einsatz und Wirkkraft ist das Civil Rights Movement zu einer Massenbewegung geworden, die schließlich erreicht hat, dass die Rassentrennung gesetzlich aufgehoben und das uneingeschränkte Wahlrecht für die schwarze Bevölkerung der US-Südstaaten eingeführt wurde.",4.8
495,565,"Hierfür wird das im Untergrund erhitzte Wasser genutzt, um eine Dampfturbine anzutreiben Der geschlossene Kreislauf im Zirkulationssystem steht so unter Druck, dass ein Sieden des eingepressten Wassers verhindert wird und der Dampf erst an der Turbine entsteht (Flash-Verdampfung).",4.9
844,957,"Da aber die Tendenz unübersehbar war und es keine ernsthaft evidenten Gründe gab, den Deutschen viereinhalb Jahrzehnte nach Kriegsende die Selbstbestimmung zu verweigern, richtete sich das Bemühen des französischen Staatspräsidenten François Mitterrand zum Jahresende 1989 darauf, das künftige deutsche Machtpotenzial durch eine Vertiefung der europäischen Integration zu binden.",4.636363636
631,714,Dies kam ihm bei der Unterhauswahl des Jahres 1900 zugute.,2.7
855,968,"Die als Bestandteil des Binnenmarkts in der Einheitlichen Europäischen Akte festgeschriebene Freizügigkeit des Personenverkehrs wurde durch das 1985 in Schengen getroffene Abkommen zunächst von den Beneluxstaaten, Frankreich und der Bundesrepublik Deutschland auf den Weg gebracht, ohne dass aber die dazu nötige polizeiliche Zusammenarbeit und Vereinheitlichung der Visa die Durchführung schon gestattet hätte.",5.538461538
620,701,"Ohne schulischen Druck erwarb er sich nun auch eine profunde literarische Bildung und begann kurz darauf, selbst zu schreiben.",2.8
278,324,"Die Pluralisierung der Familienformen mit zunehmender Zahl von Patchwork- und Einelternfamilien erfordert gesellschaftliche Anpassungen, um eine finanzielle Überforderung der Unterhalt zahlenden Eltern beziehungsweise der Sozialsysteme zu vermeiden und zugleich allen Personen einen angemessenen Lebensunterhalt zu sichern.",5.888888889
578,652,"Mit der Industrialisierung veränderte sich auch Menge und Zusammenstellung des Mülls, so dass in London erste Kehrichtöfen entstanden, später auch die ersten Deponien.",3.428571429
636,720,"Nach Maßgabe des Stifters soll er an denjenigen vergeben werden, „der am meisten oder am besten auf die Verbrüderung der Völker und die Abschaffung oder Verminderung stehender Heere sowie das Abhalten oder die Förderung von Friedenskongressen hingewirkt“ und damit „im vergangenen Jahr der Menschheit den größten Nutzen erbracht“ hat.",4.466666667
837,949,"Bezeichnend ist daher die Umsetzung des Möglichen und Machbaren in der jeweils gegebenen zeitgeschichtlichen Lage, nicht die geradlinige Verwirklichung einer genau umrissenen Planung.",5.75
922,1042,"Infos in großer Schrift helfen Menschen, die nicht mehr so gut sehen können.",1.428571429
163,197,Der zeittypischen Vorliebe für Gräzismen folgend nannte er es Grammophon (sinngemäß: „geschriebener Laut“).,4.25
228,270,"Dabei werden zwei Typen unterschieden, die sich beide vom östlichen Mittelmeerraum aus im übrigen Europa verbreiteten, jedoch zu unterschiedlichen Zeiten.",3.666666667
432,492,"Weitere Klimaarchive, mit denen frühere Warmzeiten belegt werden können, sind zum Beispiel Lage und Ausdehnung urzeitlicher Korallenriffe oder die Analyse bestimmter Sedimente und Sedimentgesteine, die unter tropischen Bedingungen entstanden sind.",4.571428571
868,981,"Am 4 April 1968 wurde King bei dem Attentat in Memphis, Tennessee erschossen.",1.5
212,253,"Eine weitere Möglichkeit ist es, im Inneren des Würfels einen Dauermagneten zu platzieren, um den Würfelwurf bei Bedarf durch einen zweiten Magneten, den man zB unter die Tischplatte hält, zu beeinflussen.",3.2
834,946,"Dezember 2009 besitzt das Europäische Parlament im Bereich der Gemeinsamen Handelspolitik das Recht, Abänderungsvorschläge zu Gesetzesentwürfen einzubringen sowie auf Ablehnung des jeweiligen Rechtsaktes.",4.388888889
79,97,"Wichtig ist, beim Fahrradfahren eine möglichst gleichmäßige Belastung der Kontaktpunkte des Fahrers mit dem Fahrrad gemäß der natürlichen Anatomie des Menschen zu erreichen.",2.1
148,179,"Wichtige theoretische Grundlagen entwickelte auch der Franzose Charles Cros, der seine Arbeiten ebenfalls im Jahr 1877 bei der Naturwissenschaftlichen Akademie in Paris einreichte.",2.9
302,351,"Die Klimamodelle beschreiben derzeit auf globaler Ebene die Folgen recht gut, können diese jedoch auf regionaler Ebene nur recht unsicher abschätzen.",4.2
413,471,"Dieses organische Material besteht zum Teil aus photosynthetisch aktiven Mikroorganismen wie Cyanobakterien oder auch Bärtierchen, wie es am Rotmoosferner nachgewiesen wurde.",4.0
633,717,Seinen ersten bedeutenden Auftritt im Parlament hatte er am 31 Mai 1904 mit dem demonstrativen Übertritt von den Konservativen zu den Liberalen.,2.0
554,628,"„Recycling“ ist definiert als „jedes Verwertungsverfahren, durch das Abfälle zu Erzeugnissen, Materialien oder Stoffen entweder für den ursprünglichen Zweck oder für andere Zwecke aufbereitet werden.",3.666666667
420,479,"Dadurch verliert der Gletscher Teile seines meistens tiefer gelegenen Ablationsgebiets, sodass Akkumulation und Ablation wieder ausgeglichen sind.",3.444444444
43,55,"Ein bestimmtes Bauschema scheint es nicht gegeben zu haben, man findet Räume mit meist 10 bis 22 Wannen oder Sitzwannen sowohl in rechteckiger (zum Beispiel in Olympia) als auch kreisbogenförmiger Anordnung (zum Beispiel in Gortyn, Gela und Megara Hyblaea).",3.6
798,907,Sie kehrten entweder um oder schlossen sich der Aufstandsbewegung an.,3.6
133,161,Kunden – insbesondere in Österreich – können direkt Rechnungen bezahlen.,1.0
11,15,"Zudem erfolgt im Laufe des Auslaufprozesses eine Anreicherung von Seifenfilm-stabilisierenden Tensidmolekülen im unteren Bereich der Seifenblase, sodass deren obere Region infolge des relativen Mangels von an die Oberfläche adsorbierten Tensidmolekülen zusätzlich destabilisiert wird.",5.7
311,360,Finnland gewinnt jährlich vor allem an seiner Küstenlinie jedes Jahr 700 Hektar Fläche.,2.333333333
950,1070,Dazu müssen Sie einen Antrag an das Versorgungs-Amt schreiben.,1.5
836,948,"Die Geschichte der Europäischen Union ist durch ein Geflecht konkurrierender Motive und Entwicklungstendenzen charakterisiert, die zu unterschiedlichen Zeitpunkten jeweils richtungsgebend auf die Entwicklung der Gemeinschaft eingewirkt haben.",4.857142857
522,594,"In die beiden Nationalforste ist die nur durch die Bahn und die Straße vom Park getrennte Great Bear Wilderness eingelagert, ein Wilderness Area und damit die strengste Klasse von Naturschutzgebieten der Vereinigten Staaten.",3.0
859,972,"Die Vorbereitungen zur endlichen Verwirklichung einer Wirtschafts- und Währungsunion waren zwar bereits vor dem Ende der Blockkonfrontation 1989 in ein konkretes Stadium getreten, ihre Durchsetzung allen dann folgenden Krisen und Widrigkeiten zum Trotz ist aber – wie der Unionsvertrag – kaum zu denken ohne die deutsch-französische Achse Mitterrand-Kohl und ohne die Dynamik einer grundlegend veränderten Welt- und europapolitischen Lage.",5.625
820,930,Des Weiteren soll es beratend tätig werden und den Kommissionspräsidenten wählen.,2.714285714
0,3,"Etwa 5000 Jahre ist es her, seit die Sumerer das Sieden von Seife erfanden.",1.888888889
360,414,"Einer 2005 erschienenen Studie der Stanford University zufolge, die einen vorindustriellen pH-Wert des oberflächennahen Meerwassers von durchschnittlich 8,25 annimmt, verringerte sich der pH-Wert durch die Aufnahme von Kohlenstoffdioxid auf den damaligen Wert von durchschnittlich 8,14.",4.555555556
382,438,"Betroffen sind davon bis auf wenige Ausnahmen alle Regionen, von den Tropen über die mittleren Breiten bis zu den polaren Eiskappen.",4.1
316,366,In Zeiten höherer Temperaturen war die Artenvielfalt sowohl im Meer als auch am Land geringer als in Zeiten niedrigerer Temperaturen.,2.888888889
524,596,"Das Erscheinungsbild des Nationalparks prägen die quer zum Hauptkamm verlaufenden von eiszeitlichen Gletschern ausgeschliffenen Trogtäler mit über 750 Seen, von denen nur 131 einen offiziellen Namen tragen.",5.555555556
597,674,Als Erster Lord der Admiralität betrieb Churchill ab 1911 die Modernisierung der Royal Navy.,2.222222222
445,510,Ohne dieses wäre die Entstehung von Leben und die nachfolgende Biologische Evolution auf der Erde unmöglich gewesen.,2.6
587,662,"Zunehmend Bedeutung erlangt das Recycling auch bei Elementen, deren Vorkommen begrenzt sind oder deren Gewinnung aufwändig ist.",4.1
839,951,"Für die Union resultiert daraus sowohl ein Akzeptanzproblem bei den EU-Bürgern, denen „Brüssel“ immer undurchsichtiger erscheint, als auch die mit dem Mitgliederwachstum verbundene Schwierigkeit, im bestehenden Institutionengefüge die Arbeits- und Handlungsfähigkeit der einzelnen Organe zu gewährleisten.",6.333333333
526,598,"Die größeren Seen des Parks sind der Lake McDonald, der Two Medicine Lake, St Mary Lake, der Lake Sherburne und der Südteil des grenzüberschreitenden Upper Waterton Lake.",2.2
172,208,"Regelmäßige Benutzer unterschiedlicher Würfeltypen bezeichnen diese häufig mit der Abkürzung W, oder auch d für englisch dice (Einzahl auch die), gefolgt von der Angabe der Seitenanzahl, also W6 oder D6 für sechsseitige, W10, W20, W30 für zehn-, zwanzig- und dreißigseitige Spielwürfel.",4.3
125,152,Der Ablauf ist ähnlich wie beim Geldabheben.,1.8125
482,550,Diese finden sich beispielsweise in Grabenbrüchen (in Deutschland der Oberrheingraben) oder in tiefen Sedimentbecken.,2.888888889
513,584,"In der kanadischen Provinz British Columbia gibt es einen weiteren Nationalpark mit dem Namen Glacier, in Alaska liegt der Glacier-Bay-Nationalpark.",2.285714286
602,681,"Als Premierminister Neville Chamberlain infolge der glücklosen alliierten Kriegführung zurücktreten musste, übernahm Winston Churchill am 10 Mai 1940 das Amt des Regierungschefs.",4.0
982,1102,"Wenn Sie im Alltag viel selbst machen können, können Sie auch in einer Außen-Wohngruppe leben.",1.5
90,108,"Auch hier sind medizinische Aspekte zu beachten, um eine optimale Blut- und Nervenversorgung der Hände und Finger zu gewährleisten.",2.666666667
157,188,"Er konstruierte ein Gerät, das die Schallwellen nicht wie bei Edisons Höhenschrift-Phonographen in vertikaler, durch Auf-und-ab-Bewegung des Schneidstichels entstehender Modulation speicherte, sondern die Rille horizontal auslenkte; die mechanischen Schwingungen ließ er eine Stahlnadel schneckenförmig in eine dick mit Ruß überzogene Glasplatte einritzen.",5.7
181,218,Der bekannteste Vertreter ist Dragon Dice.,2.153846154
363,417,Eine Versauerung erfolgt auch in Küsten- oder Schiffsnähe durch Säureeinträge verursacht durch Schwefeloxide und Stickoxide (siehe Saurer Regen).,2.9
